CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.,,� Your use of Cboe data is subject to the Terms and Conditions for use of Cboe Websites.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,VOLATILITY INDEX VOLUME,VOLATILITY INDEX OI,S&P 500 Variance Volume,S&P 500 Variance OI,Corporate Bond High Yield Volume,Corporate Bond High Yield OI,Corporate Bond Liquid Investment Grade Volume,Corporate Bond Liquid Investment Grade OI,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX VOLUME,CBOE/CBOT 10YR US TREASURY NOTE VOLATILITY INDEX OI,BIT COIN VOLUME,BIT COIN OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,CBOE EMERGING MKT VOL INDEX SEC. FUTURES VOLUME,CBOE EMERGING MKT VOL INDEX SEC. FUTURES  OI,Nasdaq-100 Volatility Index VOLUME,Nasdaq-100 Volatility Index OI,CBOE Short Term Volatility Index VOLUME,CBOE Short Term Volatility Index OI,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE VOLUME,CBOE BRAZIL EFT VOL. INDEX SEC. FUTURE OI,CBOE GOLD ETF VOLATILITY INDEX VOLUME,CBOE GOLD ETF VOLATILITY INDEX OI,CBOE OIL ETF VOL. INDEX SEC. FUTURES VOLUME,CBOE OIL ETF VOL. INDEX SEC. FUTURES OI,CBOE Mini-VIX VOLUME,CBOE Mini-VIX OI,RPX - Radar Logic 28 Day Real Estate Index VOLUME ,RPX - Radar Logic 28 Day Real Estate Index OI,3-Month Variance Volume,3-Month Variance OI,12-Month Variance VOLUME,12-Month Variance OI,CFE US Gas at the Pump VOLUME,CFE US Gas at the Pump OI,CFE Midwest Gas at the Pump VOLUME,CFE Midwest Gas at the Pump OI,CFE Rocky Mountain Gas at the Pump VOLUME,CFE Rocky Mountain Gas at the Pump OI,CFE East Coast Gas at the Pump VOLUME,CFE East Coast Gas at the Pump OI,CFE Gulf Coast Gas at the Pump VOLUME,CFE Gulf Coast Gas at the Pump OI,CFE West Coast Gas at the Pump VOLUME,CFE West Coast Gas at the Pump OI,CHINA INDEX FUTURES VOLUME,CHINA INDEX FUTURES OI,CBOE S&P 500 BUYWRITE INDEX VOLUME,CBOE S&P 500 BUYWRITE INDEX OI,CBOE Nasdaq-100 Volatility Index VOLUME,CBOE Nasdaq-100 Volatility Index OI,DJIA Volatility Index VOLUME,DJIA Volatility Index OI,CBOE Russell 2000 Volatility Index VOLUME,CBOE Russell 2000 Volatility Index OI,Ameribor 7-day Volume,Ameribor 7-day OI,Ameribor 14-day Volume,Ameribor 14-day OI,Ameribor 1-month Volume,Ameribor 1-month OI,Ameribor 3-month Volume,Ameribor 3-month OI,Ameribor Term-30 Volume,Ameribor Term-30 OI,Ameribor Term-90 Volume,Ameribor Term-90 OI,Corp. Bond High Yield Options Volume,Corp. Bond High Yield Options OI,Corp. Bond Liquid Investment Grade Options Volume,Corp. Bond Liquid Investment Grade Options OI
3/26/2004,461,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2004,117,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2004,191,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2004,600,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2004,99,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2004,307,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2004,187,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2004,343,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2004,269,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2004,139,2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2004,7,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2004,83,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2004,356,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2004,338,2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2004,416,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2004,122,2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2004,175,3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2004,51,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2004,236,3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2004,1194,3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2004,594,3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2004,360,3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2004,1022,3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2004,1449,4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2004,384,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2004,98,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2004,148,4440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2004,516,4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2004,488,4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2004,531,4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2004,871,5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2004,235,4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2004,378,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2004,377,4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2004,78,4879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2004,525,4768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2004,131,4867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2004,469,4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2004,96,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2004,226,3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2004,1594,3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2004,772,4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2004,261,4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2004,441,4654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2004,97,4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2004,100,4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2004,439,4798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2004,292,4788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2004,755,5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2004,354,5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2004,630,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2004,766,6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2004,1303,7156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2004,917,7578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2004,1519,7752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2004,384,7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2004,906,5477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2004,403,5825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2004,111,6113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2004,337,6097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2004,564,6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2004,309,6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2004,104,6832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2004,192,6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2004,175,6918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2004,357,7094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2004,550,7449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2004,94,7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2004,543,7752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2004,358,7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2004,1086,8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2004,417,8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2004,1844,7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2004,841,7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2004,131,7467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2004,244,5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2004,115,5869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/2004,54,5943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2004,101,5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2004,298,5633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2004,271,5794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2004,253,6003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2004,404,6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2004,349,6450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2004,220,6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2004,285,6576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2004,228,6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2004,130,6783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2004,198,6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2004,560,7196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2004,269,7283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2004,1967,7971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2004,761,7744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2004,287,7479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2004,440,7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2004,1234,8037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2004,995,8176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2004,366,8241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2004,769,8354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2004,165,8177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2004,22,5380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2004,46,5408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2004,192,5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2004,181,5732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2004,508,5685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2004,120,5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2004,209,5884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2004,138,5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2004,328,5990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2004,249,6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2004,1402,6906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2004,972,7682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2004,441,7513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2004,1340,8746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2004,1472,8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2004,1054,8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2004,1158,8532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2004,1466,8847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2004,686,9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2004,252,6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2004,635,7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2004,414,7598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2004,1102,8138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2004,313,8447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2004,191,8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2004,144,8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2004,98,8757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2004,240,8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2004,178,8953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2004,394,8992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2004,830,9218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2004,274,9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2004,396,9509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2004,428,9586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2004,393,9760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2004,845,10029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2004,486,10006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2004,1049,9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2004,737,9990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2004,244,8228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2004,269,8336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2004,348,8517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,,,,,,,,,,,,60,0,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2004,472,8498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,,,,,,,,,,,,,,,120,120,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2004,556,8614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,330,,,,,,,,,,,,,,,50,230,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2004,233,8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,385,,,,,,,,,,,,,,,51,310,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2004,288,8894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,,,,,,,,,,,,,,,0,310,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2004,1388,9814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,419,,,,,,,,,,,,,,,0,310,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2004,421,9878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,,,,,,,,,,,,,,,0,240,,,,,,,,,,,,,,,,,,,,,,,,
