,DATE,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME
0,2018-01-26,110.639999,110.639999,110.639999,110.639999,110.639999,0
1,2018-01-29,116.800003,118.32,116.800003,118.32,118.32,350
2,2018-01-30,123.160004,127.239998,121.959999,122.199997,122.199997,15825
3,2018-01-31,119.839996,122.720001,119.839996,122.599998,122.599998,2300
4,2018-02-01,120.599998,120.599998,115.68,116.428001,116.428001,2700
5,2018-02-02,120.160004,133.199997,120.120003,131.399994,131.399994,7300
6,2018-02-05,135.759995,177.479996,130.520004,175.440002,175.440002,13075
7,2018-02-06,184.0,232.399994,172.464005,172.464005,172.464005,3100
8,2018-02-07,174.960007,180.360001,167.679993,178.160004,178.160004,6950
9,2018-02-08,181.720001,220.720001,181.440002,220.720001,220.720001,25200
10,2018-02-09,198.880005,225.600006,196.0,201.119995,201.119995,11125
11,2018-02-12,193.119995,200.320007,192.0,194.199997,194.199997,3650
12,2018-02-13,195.240005,196.240005,190.399994,191.880005,191.880005,9150
13,2018-02-14,189.279999,189.320007,169.279999,169.919998,169.919998,22325
14,2018-02-15,164.119995,171.360001,163.539993,166.0,166.0,3375
15,2018-02-16,168.800003,170.960007,162.240005,168.479996,168.479996,4650
16,2018-02-20,172.800003,178.720001,171.559998,175.360001,175.360001,10975
17,2018-02-21,173.639999,178.160004,164.320007,178.0,178.0,35675
18,2018-02-22,172.960007,178.039993,171.199997,175.679993,175.679993,13950
19,2018-02-23,170.080002,171.440002,161.880005,161.960007,161.960007,13900
20,2018-02-26,157.279999,158.039993,154.800003,157.119995,157.119995,1025
21,2018-02-27,156.684006,170.479996,156.684006,169.639999,169.639999,17375
22,2018-02-28,165.279999,177.320007,164.800003,176.639999,176.639999,18075
23,2018-03-01,175.279999,197.279999,175.279999,188.800003,188.800003,11325
24,2018-03-02,198.720001,202.080002,180.479996,180.479996,180.479996,13975
25,2018-03-05,183.880005,183.880005,172.160004,173.839996,173.839996,8775
26,2018-03-06,172.479996,180.039993,172.479996,174.759995,174.759995,5250
27,2018-03-07,178.0,178.0,172.119995,172.160004,172.160004,800
28,2018-03-08,170.320007,170.399994,170.320007,170.360001,170.360001,13950
29,2018-03-09,161.279999,161.279999,153.0,153.0,153.0,3700
30,2018-03-12,155.679993,160.0,155.679993,159.039993,159.039993,475
31,2018-03-13,160.320007,162.839996,160.320007,162.839996,162.839996,400
32,2018-03-14,161.960007,167.880005,161.960007,166.399994,166.399994,6000
33,2018-03-15,161.039993,162.759995,161.039993,161.759995,161.759995,200
34,2018-03-16,157.199997,157.199997,157.199997,157.199997,157.199997,250
35,2018-03-19,161.279999,180.720001,161.279999,173.479996,173.479996,4350
36,2018-03-20,172.320007,172.320007,170.160004,170.160004,170.160004,475
37,2018-03-21,167.839996,168.479996,159.199997,163.960007,163.960007,3825
38,2018-03-22,180.639999,190.119995,173.720001,188.800003,188.800003,6900
39,2018-03-23,188.160004,200.080002,182.080002,200.0,200.0,7825
40,2018-03-26,188.559998,196.880005,185.199997,185.199997,185.199997,8450
41,2018-03-27,185.199997,202.399994,185.199997,199.119995,199.119995,8450
42,2018-03-28,204.919998,206.0,200.380005,200.380005,200.380005,13125
43,2018-03-29,196.0,196.0,196.0,196.0,196.0,100
44,2018-04-02,194.639999,213.679993,193.759995,207.360001,207.360001,1125
45,2018-04-03,202.240005,204.679993,198.479996,198.479996,198.479996,150
46,2018-04-04,210.479996,210.880005,194.160004,194.720001,194.720001,700
47,2018-04-05,189.479996,189.479996,189.479996,189.479996,189.479996,500
48,2018-04-06,191.639999,206.800003,191.639999,199.199997,199.199997,225
49,2018-04-09,199.199997,199.199997,199.199997,199.199997,199.199997,250
50,2018-04-10,199.199997,199.199997,199.199997,199.199997,199.199997,25
51,2018-04-11,199.199997,199.199997,199.199997,199.199997,199.199997,25
52,2018-04-12,192.360001,192.360001,192.360001,192.360001,192.360001,200
53,2018-04-13,183.919998,183.919998,183.919998,183.919998,183.919998,200
54,2018-04-16,174.600006,174.600006,174.600006,174.600006,174.600006,150
55,2018-04-17,161.199997,161.199997,161.199997,161.199997,161.199997,175
56,2018-04-18,165.039993,165.039993,162.080002,162.240005,162.240005,475
57,2018-04-19,166.720001,169.360001,163.839996,163.880005,163.880005,5875
58,2018-04-20,170.199997,170.199997,168.440002,168.440002,168.440002,325
59,2018-04-23,167.600006,167.600006,164.360001,166.399994,166.399994,375
60,2018-04-24,166.360001,166.360001,166.360001,166.360001,166.360001,200
61,2018-04-25,183.0,183.0,177.199997,178.199997,178.199997,1150
62,2018-04-26,175.039993,175.039993,169.279999,169.839996,169.839996,325
63,2018-04-27,166.960007,166.960007,165.699997,165.699997,165.699997,75
64,2018-04-30,164.080002,164.080002,164.080002,164.080002,164.080002,25
65,2018-05-01,169.199997,169.440002,169.199997,169.440002,169.440002,75
66,2018-05-02,162.279999,162.639999,159.039993,159.039993,159.039993,150
67,2018-05-03,167.919998,175.0,167.919998,172.0,172.0,575
68,2018-05-04,161.199997,161.199997,161.199997,161.199997,161.199997,50
69,2018-05-07,159.559998,159.559998,159.0,159.0,159.0,275
70,2018-05-08,159.0,159.0,159.0,159.0,159.0,0
71,2018-05-09,156.960007,156.960007,154.759995,155.160004,155.160004,725
72,2018-05-10,146.440002,146.839996,146.440002,146.839996,146.839996,200
73,2018-05-11,145.679993,147.039993,143.320007,143.320007,143.320007,18675
74,2018-05-14,139.119995,139.119995,139.119995,139.119995,139.119995,75
75,2018-05-15,146.279999,149.199997,145.279999,149.199997,149.199997,425
76,2018-05-16,146.0,146.0,142.960007,144.259995,144.259995,200
77,2018-05-17,143.479996,143.479996,140.679993,140.679993,140.679993,375
78,2018-05-18,141.839996,141.960007,141.679993,141.679993,141.679993,400
79,2018-05-21,134.639999,137.240005,134.639999,136.0,136.0,825
80,2018-05-22,136.968002,136.968002,136.968002,136.968002,136.968002,100
81,2018-05-23,143.759995,143.759995,135.919998,135.919998,135.919998,400
82,2018-05-24,138.559998,141.960007,136.720001,136.720001,136.720001,1700
83,2018-05-25,136.720001,136.720001,135.279999,135.279999,135.279999,200
84,2018-05-29,144.240005,157.720001,144.240005,153.679993,153.679993,2400
85,2018-05-30,147.679993,147.679993,146.240005,146.240005,146.240005,725
86,2018-05-31,147.800003,149.279999,145.839996,147.759995,147.759995,950
87,2018-06-01,141.320007,141.360001,140.520004,140.520004,140.520004,2600
88,2018-06-04,140.520004,140.520004,140.520004,140.520004,140.520004,50
89,2018-06-05,136.080002,136.080002,136.080002,136.080002,136.080002,75
90,2018-06-06,132.399994,132.399994,129.759995,129.759995,129.759995,350
91,2018-06-07,128.919998,134.559998,128.919998,131.279999,131.279999,3000
92,2018-06-08,129.720001,129.720001,129.720001,129.720001,129.720001,50
93,2018-06-11,130.800003,130.800003,128.0,128.320007,128.320007,1175
94,2018-06-12,127.120003,127.919998,127.120003,127.919998,127.919998,350
95,2018-06-13,126.639999,129.279999,126.639999,128.559998,128.559998,375
96,2018-06-14,126.400002,126.400002,124.879997,125.087997,125.087997,675
97,2018-06-15,128.0,128.080002,126.480003,126.480003,126.480003,550
98,2018-06-18,130.360001,130.360001,124.879997,124.996002,124.996002,4375
99,2018-06-19,132.839996,134.839996,131.119995,131.356003,131.356003,1200
100,2018-06-20,128.639999,128.639999,126.959999,128.360001,128.360001,13125
101,2018-06-21,129.119995,138.800003,129.119995,136.839996,136.839996,9350
102,2018-06-22,132.080002,134.216003,131.600006,133.279999,133.279999,425
103,2018-06-25,141.039993,156.199997,141.039993,152.399994,152.399994,26250
104,2018-06-26,148.960007,149.440002,143.520004,146.160004,146.160004,375
105,2018-06-27,144.639999,154.960007,144.279999,154.0,154.0,1425
106,2018-06-28,158.960007,159.119995,156.440002,156.800003,156.800003,500
107,2018-06-29,146.960007,148.0,143.880005,147.679993,147.679993,475
108,2018-07-02,156.399994,156.399994,150.960007,150.960007,150.960007,775
109,2018-07-03,150.960007,150.960007,150.960007,150.960007,150.960007,25
110,2018-07-05,144.639999,144.639999,144.639999,144.639999,144.639999,50
111,2018-07-06,140.320007,140.320007,137.460007,137.460007,137.460007,225
112,2018-07-09,132.0,132.0,129.880005,129.919998,129.919998,14075
113,2018-07-10,128.720001,128.919998,127.160004,127.160004,127.160004,3925
114,2018-07-11,131.679993,132.960007,131.279999,131.360001,131.360001,425
115,2018-07-12,129.759995,129.759995,128.0,128.0,128.0,675
116,2018-07-13,127.68,127.68,126.916,126.916,126.916,2675
117,2018-07-16,124.879997,126.620003,124.480003,124.959999,124.959999,6975
118,2018-07-17,122.919998,122.919998,122.879997,122.879997,122.879997,2550
119,2018-07-18,122.239998,124.400002,121.519997,122.239998,122.239998,1275
120,2018-07-19,124.800003,125.480003,124.480003,124.800003,124.800003,625
121,2018-07-20,126.519997,126.599998,124.639999,125.068001,125.068001,675
122,2018-07-23,124.559998,126.400002,124.559998,126.239998,126.239998,875
123,2018-07-24,121.360001,125.760002,121.360001,122.959999,122.959999,3050
124,2018-07-25,123.440002,124.0,120.800003,121.839996,121.839996,7475
125,2018-07-26,121.760002,122.160004,121.760002,122.160004,122.160004,1500
126,2018-07-27,122.400002,128.520004,121.639999,126.160004,126.160004,775
127,2018-07-30,124.639999,128.520004,124.639999,128.520004,128.520004,925
128,2018-07-31,125.519997,125.519997,125.519997,125.519997,125.519997,250
129,2018-08-01,124.239998,124.239998,122.800003,124.0,124.0,475
130,2018-08-02,128.192001,128.192001,122.720001,122.720001,122.720001,250
131,2018-08-03,120.720001,120.800003,120.503998,120.559998,120.559998,550
132,2018-08-06,120.559998,120.559998,117.071999,117.071999,117.071999,6550
133,2018-08-07,115.360001,115.360001,114.120003,114.239998,114.239998,8225
134,2018-08-08,112.160004,112.160004,112.127998,112.127998,112.127998,550
135,2018-08-09,111.800003,114.199997,111.440002,114.120003,114.120003,3400
136,2018-08-10,119.288002,122.0,118.080002,119.839996,119.839996,12975
137,2018-08-13,121.120003,127.040001,117.360001,126.800003,126.800003,10950
138,2018-08-14,123.919998,126.0,120.400002,120.400002,120.400002,13925
139,2018-08-15,127.839996,135.520004,126.639999,127.919998,127.919998,29650
140,2018-08-16,123.120003,123.120003,119.519997,120.919998,120.919998,8050
141,2018-08-17,123.040001,123.360001,117.599998,117.959999,117.959999,10700
142,2018-08-20,115.519997,115.919998,114.879997,115.519997,115.519997,1125
143,2018-08-21,114.720001,117.919998,114.720001,117.839996,117.839996,2000
144,2018-08-22,117.839996,117.839996,115.800003,115.800003,115.800003,4475
145,2018-08-23,115.919998,116.720001,114.559998,116.120003,116.120003,1250
146,2018-08-24,114.0,115.519997,113.68,115.440002,115.440002,4850
147,2018-08-27,114.627998,115.599998,114.480003,115.599998,115.599998,1525
148,2018-08-28,115.199997,116.080002,114.639999,115.720001,115.720001,825
149,2018-08-29,115.839996,115.839996,114.599998,114.599998,114.599998,1625
150,2018-08-30,115.839996,118.503998,115.760002,118.040001,118.040001,650
151,2018-08-31,117.0,119.519997,115.559998,118.760002,118.760002,3350
152,2018-09-04,118.080002,119.839996,117.120003,117.120003,117.120003,4850
153,2018-09-05,120.0,120.639999,117.760002,117.839996,117.839996,1450
154,2018-09-06,120.879997,123.720001,119.68,121.440002,121.440002,12250
155,2018-09-07,124.239998,125.0,122.199997,123.239998,123.239998,1975
156,2018-09-10,121.239998,121.239998,119.120003,119.919998,119.919998,2475
157,2018-09-11,121.360001,121.68,116.400002,116.400002,116.400002,625
158,2018-09-12,115.959999,115.959999,114.363998,114.879997,114.879997,1575
159,2018-09-13,112.559998,112.559998,111.760002,111.760002,111.760002,675
160,2018-09-14,110.519997,111.199997,109.400002,109.400002,109.400002,1200
161,2018-09-17,109.360001,112.800003,109.040001,112.800003,112.800003,9550
162,2018-09-18,111.919998,112.239998,110.559998,112.199997,112.199997,2350
163,2018-09-19,109.0,109.0,107.760002,108.32,108.32,2625
